LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI
-20.75,-46.75,2024,33,11.86,29.28,3.75
-20.75,-46.25,2024,33,11.86,29.28,3.75
-20.75,-45.75,2024,33,12.38,29.62,4.57
-20.75,-45.25,2024,33,12.38,29.62,4.57
-20.25,-50.75,2024,33,24.84,29.37,23.25
-20.25,-50.25,2024,33,24.84,29.37,23.25
-20.25,-49.75,2024,33,23.07,29.14,18.19
-20.25,-49.25,2024,33,23.07,29.14,18.19
-20.25,-48.75,2024,33,16.62,29.09,7.6
-20.25,-48.25,2024,33,16.62,29.09,7.6
-20.25,-47.75,2024,33,13.09,29.2,4.42
-20.25,-47.25,2024,33,13.09,29.2,4.42
-20.25,-46.75,2024,33,11.86,29.28,3.75
-20.25,-46.25,2024,33,11.86,29.28,3.75
-20.25,-45.75,2024,33,12.38,29.62,4.57
-20.25,-45.25,2024,33,12.38,29.62,4.57
-19.75,-50.75,2024,33,26.29,29.22,24.66
-19.75,-50.25,2024,33,26.29,29.22,24.66
-19.75,-49.75,2024,33,20.8,29.06,12.56
-19.75,-49.25,2024,33,20.8,29.06,12.56
-19.75,-48.75,2024,33,13.24,29.11,4.38
-19.75,-48.25,2024,33,13.24,29.11,4.38
-19.75,-47.75,2024,33,12.1,29.23,3.91
-19.75,-47.25,2024,33,12.1,29.23,3.91
-19.75,-46.75,2024,33,14.74,29.34,4.61
-19.75,-46.25,2024,33,14.74,29.34,4.61
-19.75,-45.75,2024,33,15.4,29.47,5.42
-19.75,-45.25,2024,33,15.4,29.47,5.42
-19.25,-50.75,2024,33,26.29,29.22,24.66
-19.25,-50.25,2024,33,26.29,29.22,24.66
-19.25,-49.75,2024,33,20.8,29.06,12.56
-19.25,-49.25,2024,33,20.8,29.06,12.56
-19.25,-48.75,2024,33,13.24,29.11,4.38
-19.25,-48.25,2024,33,13.24,29.11,4.38
-19.25,-47.75,2024,33,12.1,29.23,3.91
-19.25,-47.25,2024,33,12.1,29.23,3.91
-19.25,-46.75,2024,33,14.74,29.34,4.61
-19.25,-46.25,2024,33,14.74,29.34,4.61
-19.25,-45.75,2024,33,15.4,29.47,5.42
-19.25,-45.25,2024,33,15.4,29.47,5.42
-18.75,-50.75,2024,33,24.15,29.43,17.97
-18.75,-50.25,2024,33,24.15,29.43,17.97
-18.75,-49.75,2024,33,18.12,29.06,8.78
-18.75,-49.25,2024,33,18.12,29.06,8.78
-18.75,-48.75,2024,33,12.33,29.12,4.38
-18.75,-48.25,2024,33,12.33,29.12,4.38
-18.75,-47.75,2024,33,12.56,29.46,4.13
-18.75,-47.25,2024,33,12.56,29.46,4.13
-18.75,-46.75,2024,33,16.49,29.51,5.44
-18.75,-46.25,2024,33,16.49,29.51,5.44
-18.75,-45.75,2024,33,18.6,29.6,6.71
-18.75,-45.25,2024,33,18.6,29.6,6.71
-18.25,-50.75,2024,33,24.15,29.43,17.97
-18.25,-50.25,2024,33,24.15,29.43,17.97
-18.25,-49.75,2024,33,18.12,29.06,8.78
-18.25,-49.25,2024,33,18.12,29.06,8.78
-18.25,-48.75,2024,33,12.33,29.12,4.38
-18.25,-48.25,2024,33,12.33,29.12,4.38
-18.25,-47.75,2024,33,12.56,29.46,4.13
-18.25,-47.25,2024,33,12.56,29.46,4.13
-18.25,-46.75,2024,33,16.49,29.51,5.44
-18.25,-46.25,2024,33,16.49,29.51,5.44
-18.25,-45.75,2024,33,18.6,29.6,6.71
-18.25,-45.25,2024,33,18.6,29.6,6.71
-17.75,-50.75,2024,33,23.19,29.3,13.34
-17.75,-50.25,2024,33,23.19,29.3,13.34
-17.75,-49.75,2024,33,17.05,28.97,7.39
-17.75,-49.25,2024,33,17.05,28.97,7.39
-17.75,-48.75,2024,33,15.01,29.11,5.38
-17.75,-48.25,2024,33,15.01,29.11,5.38
-17.75,-47.75,2024,33,13.66,29.45,4.56
-17.75,-47.25,2024,33,13.66,29.45,4.56
-17.75,-46.75,2024,33,19.04,29.24,6.49
-17.75,-46.25,2024,33,19.04,29.24,6.49
-17.75,-45.75,2024,33,22.36,29.47,8.92
-17.75,-45.25,2024,33,22.36,29.47,8.92
-17.25,-50.75,2024,33,23.19,29.3,13.34
-17.25,-50.25,2024,33,23.19,29.3,13.34
-17.25,-49.75,2024,33,17.05,28.97,7.39
-17.25,-49.25,2024,33,17.05,28.97,7.39
-17.25,-48.75,2024,33,15.01,29.11,5.38
-17.25,-48.25,2024,33,15.01,29.11,5.38
-17.25,-47.75,2024,33,13.66,29.45,4.56
-17.25,-47.25,2024,33,13.66,29.45,4.56
-17.25,-46.75,2024,33,19.04,29.24,6.49
-17.25,-46.25,2024,33,19.04,29.24,6.49
-17.25,-45.75,2024,33,22.36,29.47,8.92
-17.25,-45.25,2024,33,22.36,29.47,8.92
-16.75,-50.75,2024,33,20.23,28.55,7.38
-16.75,-50.25,2024,33,20.23,28.55,7.38
-16.75,-49.75,2024,33,16.36,29.06,6.08
-16.75,-49.25,2024,33,16.36,29.06,6.08
-16.75,-48.75,2024,33,16.66,29.22,5.94
-16.75,-48.25,2024,33,16.66,29.22,5.94
-16.75,-47.75,2024,33,19.16,29.66,6.96
-16.75,-47.25,2024,33,19.16,29.66,6.96
-16.75,-46.75,2024,33,22.97,29.49,9.64
-16.75,-46.25,2024,33,22.97,29.49,9.64
-16.75,-45.75,2024,33,25.55,29.48,14.72
-16.75,-45.25,2024,33,25.55,29.48,14.72
-20.75,-50.75,2024,34,16.74,28.53,5.65
-20.75,-50.25,2024,34,16.74,28.53,5.65
-20.75,-49.75,2024,34,16.65,29.47,6.31
-20.75,-49.25,2024,34,16.65,29.47,6.31
-20.75,-48.75,2024,34,18.55,29.55,8.49
-20.75,-48.25,2024,34,18.55,29.55,8.49
-20.75,-47.75,2024,34,18.77,29.82,9.33
-20.75,-47.25,2024,34,18.77,29.82,9.33
-20.75,-46.75,2024,34,24.63,29.92,15.4
-20.75,-46.25,2024,34,24.63,29.92,15.4
-20.75,-45.75,2024,34,25.36,29.96,16.95
-20.75,-45.25,2024,34,25.36,29.96,16.95
-20.25,-50.75,2024,34,16.74,28.53,5.65
-20.25,-50.25,2024,34,16.74,28.53,5.65
-20.25,-49.75,2024,34,16.65,29.47,6.31
-20.25,-49.25,2024,34,16.65,29.47,6.31
-20.25,-48.75,2024,34,18.55,29.55,8.49
-20.25,-48.25,2024,34,18.55,29.55,8.49
-20.25,-47.75,2024,34,18.77,29.82,9.33
-20.25,-47.25,2024,34,18.77,29.82,9.33
-20.25,-46.75,2024,34,24.63,29.92,15.4
-20.25,-46.25,2024,34,24.63,29.92,15.4
-20.25,-45.75,2024,34,25.36,29.96,16.95
-20.25,-45.25,2024,34,25.36,29.96,16.95
-19.75,-50.75,2024,34,15.74,28.54,6.11
-19.75,-50.25,2024,34,15.74,28.54,6.11
-19.75,-49.75,2024,34,16.71,29.51,5.74
-19.75,-49.25,2024,34,16.71,29.51,5.74
-19.75,-48.75,2024,34,18.99,29.6,8.38
-19.75,-48.25,2024,34,18.99,29.6,8.38
-19.75,-47.75,2024,34,20.74,29.9,9.65
-19.75,-47.25,2024,34,20.74,29.9,9.65
-19.75,-46.75,2024,34,23.95,30.01,13.97
-19.75,-46.25,2024,34,23.95,30.01,13.97
-19.75,-45.75,2024,34,24.55,29.82,14.47
-19.75,-45.25,2024,34,24.55,29.82,14.47
-19.25,-50.75,2024,34,15.74,28.54,6.11
-19.25,-50.25,2024,34,15.74,28.54,6.11
-19.25,-49.75,2024,34,16.71,29.51,5.74
-19.25,-49.25,2024,34,16.71,29.51,5.74
-19.25,-48.75,2024,34,18.99,29.6,8.38
-19.25,-48.25,2024,34,18.99,29.6,8.38
-19.25,-47.75,2024,34,20.74,29.9,9.65
-19.25,-47.25,2024,34,20.74,29.9,9.65
-19.25,-46.75,2024,34,23.95,30.01,13.97
-19.25,-46.25,2024,34,23.95,30.01,13.97
-19.25,-45.75,2024,34,24.55,29.82,14.47
-19.25,-45.25,2024,34,24.55,29.82,14.47
-18.75,-50.75,2024,34,14.47,28.63,5.86
-18.75,-50.25,2024,34,14.47,28.63,5.86
-18.75,-49.75,2024,34,16.25,29.19,6.32
-18.75,-49.25,2024,34,16.25,29.19,6.32
-18.75,-48.75,2024,34,18.38,29.28,7.13
-18.75,-48.25,2024,34,18.38,29.28,7.13
-18.75,-47.75,2024,34,20.27,29.58,8.6
-18.75,-47.25,2024,34,20.27,29.58,8.6
-18.75,-46.75,2024,34,19.76,29.65,7.92
-18.75,-46.25,2024,34,19.76,29.65,7.92
-18.75,-45.75,2024,34,22.49,29.77,12.2
-18.75,-45.25,2024,34,22.49,29.77,12.2
-18.25,-50.75,2024,34,14.47,28.63,5.86
-18.25,-50.25,2024,34,14.47,28.63,5.86
-18.25,-49.75,2024,34,16.25,29.19,6.32
-18.25,-49.25,2024,34,16.25,29.19,6.32
-18.25,-48.75,2024,34,18.38,29.28,7.13
-18.25,-48.25,2024,34,18.38,29.28,7.13
-18.25,-47.75,2024,34,20.27,29.58,8.6
-18.25,-47.25,2024,34,20.27,29.58,8.6
-18.25,-46.75,2024,34,19.76,29.65,7.92
-18.25,-46.25,2024,34,19.76,29.65,7.92
-18.25,-45.75,2024,34,22.49,29.77,12.2
-18.25,-45.25,2024,34,22.49,29.77,12.2
-17.75,-50.75,2024,34,17.73,28.57,6.54
-17.75,-50.25,2024,34,17.73,28.57,6.54
-17.75,-49.75,2024,34,18.23,29.15,6.63
-17.75,-49.25,2024,34,18.23,29.15,6.63
-17.75,-48.75,2024,34,18.05,29.33,7.04
-17.75,-48.25,2024,34,18.05,29.33,7.04
-17.75,-47.75,2024,34,19.12,29.54,7.09
-17.75,-47.25,2024,34,19.12,29.54,7.09
-17.75,-46.75,2024,34,20.38,29.37,8.64
-17.75,-46.25,2024,34,20.38,29.37,8.64
-17.75,-45.75,2024,34,22.26,29.66,11.47
-17.75,-45.25,2024,34,22.26,29.66,11.47
-17.25,-50.75,2024,34,17.73,28.57,6.54
-17.25,-50.25,2024,34,17.73,28.57,6.54
-17.25,-49.75,2024,34,18.23,29.15,6.63
-17.25,-49.25,2024,34,18.23,29.15,6.63
-17.25,-48.75,2024,34,18.05,29.33,7.04
-17.25,-48.25,2024,34,18.05,29.33,7.04
-17.25,-47.75,2024,34,19.12,29.54,7.09
-17.25,-47.25,2024,34,19.12,29.54,7.09
-17.25,-46.75,2024,34,20.38,29.37,8.64
-17.25,-46.25,2024,34,20.38,29.37,8.64
-17.25,-45.75,2024,34,22.26,29.66,11.47
-17.25,-45.25,2024,34,22.26,29.66,11.47
-16.75,-50.75,2024,34,14.23,28.71,5.14
-16.75,-50.25,2024,34,14.23,28.71,5.14
-16.75,-49.75,2024,34,15.77,29.1,5.85
-16.75,-49.25,2024,34,15.77,29.1,5.85
-16.75,-48.75,2024,34,17.17,29.24,5.81
-16.75,-48.25,2024,34,17.17,29.24,5.81
-16.75,-47.75,2024,34,17.93,29.69,6.25
-16.75,-47.25,2024,34,17.93,29.69,6.25
-16.75,-46.75,2024,34,20.21,29.59,9.21
-16.75,-46.25,2024,34,20.21,29.59,9.21
-16.75,-45.75,2024,34,23.84,29.77,13.74
-16.75,-45.25,2024,34,23.84,29.77,13.74
-20.75,-50.75,2024,35,17.89,29.13,7.52
-20.75,-50.25,2024,35,17.89,29.13,7.52
-20.75,-49.75,2024,35,16.04,29.21,5.86
-20.75,-49.25,2024,35,16.04,29.21,5.86
-20.75,-48.75,2024,35,13.69,29.2,4.69
-20.75,-48.25,2024,35,13.69,29.2,4.69
-20.75,-47.75,2024,35,12.42,29.18,4.11
-20.75,-47.25,2024,35,12.42,29.18,4.11
-20.75,-46.75,2024,35,12.97,29.37,4.18
-20.75,-46.25,2024,35,12.97,29.37,4.18
-20.75,-45.75,2024,35,16.08,29.35,5.13
-20.75,-45.25,2024,35,16.08,29.35,5.13
-20.25,-50.75,2024,35,17.89,29.13,7.52
-20.25,-50.25,2024,35,17.89,29.13,7.52
-20.25,-49.75,2024,35,16.04,29.21,5.86
-20.25,-49.25,2024,35,16.04,29.21,5.86
-20.25,-48.75,2024,35,13.69,29.2,4.69
-20.25,-48.25,2024,35,13.69,29.2,4.69
-20.25,-47.75,2024,35,12.42,29.18,4.11
-20.25,-47.25,2024,35,12.42,29.18,4.11
-20.25,-46.75,2024,35,12.97,29.37,4.18
-20.25,-46.25,2024,35,12.97,29.37,4.18
-20.25,-45.75,2024,35,16.08,29.35,5.13
-20.25,-45.25,2024,35,16.08,29.35,5.13
-19.75,-50.75,2024,35,17.36,29.12,6.81
-19.75,-50.25,2024,35,17.36,29.12,6.81
-19.75,-49.75,2024,35,17.08,29.26,6.21
-19.75,-49.25,2024,35,17.08,29.26,6.21
-19.75,-48.75,2024,35,14.85,29.25,4.94
-19.75,-48.25,2024,35,14.85,29.25,4.94
-19.75,-47.75,2024,35,14.88,29.28,4.84
-19.75,-47.25,2024,35,14.88,29.28,4.84
-19.75,-46.75,2024,35,16.17,29.37,5.52
-19.75,-46.25,2024,35,16.17,29.37,5.52
-19.75,-45.75,2024,35,19.23,29.17,6.6
-19.75,-45.25,2024,35,19.23,29.17,6.6
-19.25,-50.75,2024,35,17.36,29.12,6.81
-19.25,-50.25,2024,35,17.36,29.12,6.81
-19.25,-49.75,2024,35,17.08,29.26,6.21
-19.25,-49.25,2024,35,17.08,29.26,6.21
-19.25,-48.75,2024,35,14.85,29.25,4.94
-19.25,-48.25,2024,35,14.85,29.25,4.94
-19.25,-47.75,2024,35,14.88,29.28,4.84
-19.25,-47.25,2024,35,14.88,29.28,4.84
-19.25,-46.75,2024,35,16.17,29.37,5.52
-19.25,-46.25,2024,35,16.17,29.37,5.52
-19.25,-45.75,2024,35,19.23,29.17,6.6
-19.25,-45.25,2024,35,19.23,29.17,6.6
-18.75,-50.75,2024,35,16.0,29.13,6.21
-18.75,-50.25,2024,35,16.0,29.13,6.21
-18.75,-49.75,2024,35,18.44,29.34,6.95
-18.75,-49.25,2024,35,18.44,29.34,6.95
-18.75,-48.75,2024,35,17.99,29.29,6.51
-18.75,-48.25,2024,35,17.99,29.29,6.51
-18.75,-47.75,2024,35,16.44,28.92,5.44
-18.75,-47.25,2024,35,16.44,28.92,5.44
-18.75,-46.75,2024,35,15.87,28.98,5.41
-18.75,-46.25,2024,35,15.87,28.98,5.41
-18.75,-45.75,2024,35,15.59,29.24,5.12
-18.75,-45.25,2024,35,15.59,29.24,5.12
-18.25,-50.75,2024,35,16.0,29.13,6.21
-18.25,-50.25,2024,35,16.0,29.13,6.21
-18.25,-49.75,2024,35,18.44,29.34,6.95
-18.25,-49.25,2024,35,18.44,29.34,6.95
-18.25,-48.75,2024,35,17.99,29.29,6.51
-18.25,-48.25,2024,35,17.99,29.29,6.51
-18.25,-47.75,2024,35,16.44,28.92,5.44
-18.25,-47.25,2024,35,16.44,28.92,5.44
-18.25,-46.75,2024,35,15.87,28.98,5.41
-18.25,-46.25,2024,35,15.87,28.98,5.41
-18.25,-45.75,2024,35,15.59,29.24,5.12
-18.25,-45.25,2024,35,15.59,29.24,5.12
-17.75,-50.75,2024,35,17.37,29.14,6.37
-17.75,-50.25,2024,35,17.37,29.14,6.37
-17.75,-49.75,2024,35,17.66,29.38,6.28
-17.75,-49.25,2024,35,17.66,29.38,6.28
-17.75,-48.75,2024,35,18.32,29.35,6.68
-17.75,-48.25,2024,35,18.32,29.35,6.68
-17.75,-47.75,2024,35,16.44,28.93,5.72
-17.75,-47.25,2024,35,16.44,28.93,5.72
-17.75,-46.75,2024,35,14.15,28.77,4.59
-17.75,-46.25,2024,35,14.15,28.77,4.59
-17.75,-45.75,2024,35,19.39,29.11,7.76
-17.75,-45.25,2024,35,19.39,29.11,7.76
-17.25,-50.75,2024,35,17.37,29.14,6.37
-17.25,-50.25,2024,35,17.37,29.14,6.37
-17.25,-49.75,2024,35,17.66,29.38,6.28
-17.25,-49.25,2024,35,17.66,29.38,6.28
-17.25,-48.75,2024,35,18.32,29.35,6.68
-17.25,-48.25,2024,35,18.32,29.35,6.68
-17.25,-47.75,2024,35,16.44,28.93,5.72
-17.25,-47.25,2024,35,16.44,28.93,5.72
-17.25,-46.75,2024,35,14.15,28.77,4.59
-17.25,-46.25,2024,35,14.15,28.77,4.59
-17.25,-45.75,2024,35,19.39,29.11,7.76
-17.25,-45.25,2024,35,19.39,29.11,7.76
-16.75,-50.75,2024,35,18.18,28.77,7.11
-16.75,-50.25,2024,35,18.18,28.77,7.11
-16.75,-49.75,2024,35,17.62,29.3,6.93
-16.75,-49.25,2024,35,17.62,29.3,6.93
-16.75,-48.75,2024,35,19.79,29.34,7.97
-16.75,-48.25,2024,35,19.79,29.34,7.97
-16.75,-47.75,2024,35,16.43,29.48,5.77
-16.75,-47.25,2024,35,16.43,29.48,5.77
-16.75,-46.75,2024,35,17.73,29.36,6.2
-16.75,-46.25,2024,35,17.73,29.36,6.2
-16.75,-45.75,2024,35,24.04,29.71,14.67
-16.75,-45.25,2024,35,24.04,29.71,14.67
-20.75,-50.75,2024,36,20.95,28.61,9.05
-20.75,-50.25,2024,36,20.95,28.61,9.05
-20.75,-49.75,2024,36,20.62,28.34,8.75
-20.75,-49.25,2024,36,20.62,28.34,8.75
-20.75,-48.75,2024,36,18.38,28.49,6.45
-20.75,-48.25,2024,36,18.38,28.49,6.45
-20.75,-47.75,2024,36,16.27,28.8,5.97
-20.75,-47.25,2024,36,16.27,28.8,5.97
-20.75,-46.75,2024,36,14.89,28.75,5.06
-20.75,-46.25,2024,36,14.89,28.75,5.06
-20.75,-45.75,2024,36,17.56,29.07,6.79
-20.75,-45.25,2024,36,17.56,29.07,6.79
-20.25,-50.75,2024,36,20.95,28.61,9.05
-20.25,-50.25,2024,36,20.95,28.61,9.05
-20.25,-49.75,2024,36,20.62,28.34,8.75
-20.25,-49.25,2024,36,20.62,28.34,8.75
-20.25,-48.75,2024,36,18.38,28.49,6.45
-20.25,-48.25,2024,36,18.38,28.49,6.45
-20.25,-47.75,2024,36,16.27,28.8,5.97
-20.25,-47.25,2024,36,16.27,28.8,5.97
-20.25,-46.75,2024,36,14.89,28.75,5.06
-20.25,-46.25,2024,36,14.89,28.75,5.06
-20.25,-45.75,2024,36,17.56,29.07,6.79
-20.25,-45.25,2024,36,17.56,29.07,6.79
-19.75,-50.75,2024,36,16.11,28.51,7.5
-19.75,-50.25,2024,36,16.11,28.51,7.5
-19.75,-49.75,2024,36,18.26,28.3,7.03
-19.75,-49.25,2024,36,18.26,28.3,7.03
-19.75,-48.75,2024,36,15.06,28.44,5.27
-19.75,-48.25,2024,36,15.06,28.44,5.27
-19.75,-47.75,2024,36,13.77,28.75,4.79
-19.75,-47.25,2024,36,13.77,28.75,4.79
-19.75,-46.75,2024,36,12.88,28.78,4.41
-19.75,-46.25,2024,36,12.88,28.78,4.41
-19.75,-45.75,2024,36,16.15,28.91,6.11
-19.75,-45.25,2024,36,16.15,28.91,6.11
-19.25,-50.75,2024,36,16.11,28.51,7.5
-19.25,-50.25,2024,36,16.11,28.51,7.5
-19.25,-49.75,2024,36,18.26,28.3,7.03
-19.25,-49.25,2024,36,18.26,28.3,7.03
-19.25,-48.75,2024,36,15.06,28.44,5.27
-19.25,-48.25,2024,36,15.06,28.44,5.27
-19.25,-47.75,2024,36,13.77,28.75,4.79
-19.25,-47.25,2024,36,13.77,28.75,4.79
-19.25,-46.75,2024,36,12.88,28.78,4.41
-19.25,-46.25,2024,36,12.88,28.78,4.41
-19.25,-45.75,2024,36,16.15,28.91,6.11
-19.25,-45.25,2024,36,16.15,28.91,6.11
-18.75,-50.75,2024,36,16.49,28.5,7.13
-18.75,-50.25,2024,36,16.49,28.5,7.13
-18.75,-49.75,2024,36,19.6,28.68,10.84
-18.75,-49.25,2024,36,19.6,28.68,10.84
-18.75,-48.75,2024,36,18.17,28.75,7.26
-18.75,-48.25,2024,36,18.17,28.75,7.26
-18.75,-47.75,2024,36,13.94,29.06,5.37
-18.75,-47.25,2024,36,13.94,29.06,5.37
-18.75,-46.75,2024,36,12.38,29.12,4.35
-18.75,-46.25,2024,36,12.38,29.12,4.35
-18.75,-45.75,2024,36,16.06,29.03,6.14
-18.75,-45.25,2024,36,16.06,29.03,6.14
-18.25,-50.75,2024,36,16.49,28.5,7.13
-18.25,-50.25,2024,36,16.49,28.5,7.13
-18.25,-49.75,2024,36,19.6,28.68,10.84
-18.25,-49.25,2024,36,19.6,28.68,10.84
-18.25,-48.75,2024,36,18.17,28.75,7.26
-18.25,-48.25,2024,36,18.17,28.75,7.26
-18.25,-47.75,2024,36,13.94,29.06,5.37
-18.25,-47.25,2024,36,13.94,29.06,5.37
-18.25,-46.75,2024,36,12.38,29.12,4.35
-18.25,-46.25,2024,36,12.38,29.12,4.35
-18.25,-45.75,2024,36,16.06,29.03,6.14
-18.25,-45.25,2024,36,16.06,29.03,6.14
-17.75,-50.75,2024,36,13.89,28.49,6.57
-17.75,-50.25,2024,36,13.89,28.49,6.57
-17.75,-49.75,2024,36,19.7,28.67,11.06
-17.75,-49.25,2024,36,19.7,28.67,11.06
-17.75,-48.75,2024,36,18.34,28.76,10.3
-17.75,-48.25,2024,36,18.34,28.76,10.3
-17.75,-47.75,2024,36,14.42,29.02,5.39
-17.75,-47.25,2024,36,14.42,29.02,5.39
-17.75,-46.75,2024,36,16.1,28.83,6.87
-17.75,-46.25,2024,36,16.1,28.83,6.87
-17.75,-45.75,2024,36,19.32,28.9,10.63
-17.75,-45.25,2024,36,19.32,28.9,10.63
-17.25,-50.75,2024,36,13.89,28.49,6.57
-17.25,-50.25,2024,36,13.89,28.49,6.57
-17.25,-49.75,2024,36,19.7,28.67,11.06
-17.25,-49.25,2024,36,19.7,28.67,11.06
-17.25,-48.75,2024,36,18.34,28.76,10.3
-17.25,-48.25,2024,36,18.34,28.76,10.3
-17.25,-47.75,2024,36,14.42,29.02,5.39
-17.25,-47.25,2024,36,14.42,29.02,5.39
-17.25,-46.75,2024,36,16.1,28.83,6.87
-17.25,-46.25,2024,36,16.1,28.83,6.87
-17.25,-45.75,2024,36,19.32,28.9,10.63
-17.25,-45.25,2024,36,19.32,28.9,10.63
-16.75,-50.75,2024,36,15.98,28.2,5.29
-16.75,-50.25,2024,36,15.98,28.2,5.29
-16.75,-49.75,2024,36,16.9,28.67,6.36
-16.75,-49.25,2024,36,16.9,28.67,6.36
-16.75,-48.75,2024,36,16.31,28.78,5.97
-16.75,-48.25,2024,36,16.31,28.78,5.97
-16.75,-47.75,2024,36,14.84,28.74,5.31
-16.75,-47.25,2024,36,14.84,28.74,5.31
-16.75,-46.75,2024,36,17.14,28.59,7.07
-16.75,-46.25,2024,36,17.14,28.59,7.07
-16.75,-45.75,2024,36,22.57,29.2,12.17
-16.75,-45.25,2024,36,22.57,29.2,12.17
-20.75,-50.75,2024,37,14.01,27.8,4.7
-20.75,-50.25,2024,37,14.01,27.8,4.7
-20.75,-49.75,2024,37,15.85,27.96,6.1
-20.75,-49.25,2024,37,15.85,27.96,6.1
-20.75,-48.75,2024,37,20.67,28.02,8.7
-20.75,-48.25,2024,37,20.67,28.02,8.7
-20.75,-47.75,2024,37,23.32,28.8,15.58
-20.75,-47.25,2024,37,23.32,28.8,15.58
-20.75,-46.75,2024,37,22.56,28.84,14.27
-20.75,-46.25,2024,37,22.56,28.84,14.27
-20.75,-45.75,2024,37,24.71,28.97,17.14
-20.75,-45.25,2024,37,24.71,28.97,17.14
-20.25,-50.75,2024,37,14.01,27.8,4.7
-20.25,-50.25,2024,37,14.01,27.8,4.7
-20.25,-49.75,2024,37,15.85,27.96,6.1
-20.25,-49.25,2024,37,15.85,27.96,6.1
-20.25,-48.75,2024,37,20.67,28.02,8.7
-20.25,-48.25,2024,37,20.67,28.02,8.7
-20.25,-47.75,2024,37,23.32,28.8,15.58
-20.25,-47.25,2024,37,23.32,28.8,15.58
-20.25,-46.75,2024,37,22.56,28.84,14.27
-20.25,-46.25,2024,37,22.56,28.84,14.27
-20.25,-45.75,2024,37,24.71,28.97,17.14
-20.25,-45.25,2024,37,24.71,28.97,17.14
-19.75,-50.75,2024,37,16.28,27.81,5.69
-19.75,-50.25,2024,37,16.28,27.81,5.69
-19.75,-49.75,2024,37,18.01,28.01,7.1
-19.75,-49.25,2024,37,18.01,28.01,7.1
-19.75,-48.75,2024,37,19.07,28.13,7.46
-19.75,-48.25,2024,37,19.07,28.13,7.46
-19.75,-47.75,2024,37,19.15,28.86,8.33
-19.75,-47.25,2024,37,19.15,28.86,8.33
-19.75,-46.75,2024,37,21.04,28.86,9.9
-19.75,-46.25,2024,37,21.04,28.86,9.9
-19.75,-45.75,2024,37,22.46,28.74,12.53
-19.75,-45.25,2024,37,22.46,28.74,12.53
-19.25,-50.75,2024,37,16.28,27.81,5.69
-19.25,-50.25,2024,37,16.28,27.81,5.69
-19.25,-49.75,2024,37,18.01,28.01,7.1
-19.25,-49.25,2024,37,18.01,28.01,7.1
-19.25,-48.75,2024,37,19.07,28.13,7.46
-19.25,-48.25,2024,37,19.07,28.13,7.46
-19.25,-47.75,2024,37,19.15,28.86,8.33
-19.25,-47.25,2024,37,19.15,28.86,8.33
-19.25,-46.75,2024,37,21.04,28.86,9.9
-19.25,-46.25,2024,37,21.04,28.86,9.9
-19.25,-45.75,2024,37,22.46,28.74,12.53
-19.25,-45.25,2024,37,22.46,28.74,12.53
-18.75,-50.75,2024,37,18.4,28.51,7.34
-18.75,-50.25,2024,37,18.4,28.51,7.34
-18.75,-49.75,2024,37,21.38,28.25,9.22
-18.75,-49.25,2024,37,21.38,28.25,9.22
-18.75,-48.75,2024,37,21.61,28.33,9.18
-18.75,-48.25,2024,37,21.61,28.33,9.18
-18.75,-47.75,2024,37,20.5,28.49,8.66
-18.75,-47.25,2024,37,20.5,28.49,8.66
-18.75,-46.75,2024,37,20.96,28.47,9.69
-18.75,-46.25,2024,37,20.96,28.47,9.69
-18.75,-45.75,2024,37,20.84,28.44,8.53
-18.75,-45.25,2024,37,20.84,28.44,8.53
-18.25,-50.75,2024,37,18.4,28.51,7.34
-18.25,-50.25,2024,37,18.4,28.51,7.34
-18.25,-49.75,2024,37,21.38,28.25,9.22
-18.25,-49.25,2024,37,21.38,28.25,9.22
-18.25,-48.75,2024,37,21.61,28.33,9.18
-18.25,-48.25,2024,37,21.61,28.33,9.18
-18.25,-47.75,2024,37,20.5,28.49,8.66
-18.25,-47.25,2024,37,20.5,28.49,8.66
-18.25,-46.75,2024,37,20.96,28.47,9.69
-18.25,-46.25,2024,37,20.96,28.47,9.69
-18.25,-45.75,2024,37,20.84,28.44,8.53
-18.25,-45.25,2024,37,20.84,28.44,8.53
-17.75,-50.75,2024,37,22.15,28.39,11.79
-17.75,-50.25,2024,37,22.15,28.39,11.79
-17.75,-49.75,2024,37,22.28,28.17,11.48
-17.75,-49.25,2024,37,22.28,28.17,11.48
-17.75,-48.75,2024,37,21.34,28.24,9.64
-17.75,-48.25,2024,37,21.34,28.24,9.64
-17.75,-47.75,2024,37,20.73,28.36,9.93
-17.75,-47.25,2024,37,20.73,28.36,9.93
-17.75,-46.75,2024,37,20.86,28.18,9.5
-17.75,-46.25,2024,37,20.86,28.18,9.5
-17.75,-45.75,2024,37,21.92,28.37,11.06
-17.75,-45.25,2024,37,21.92,28.37,11.06
-17.25,-50.75,2024,37,22.15,28.39,11.79
-17.25,-50.25,2024,37,22.15,28.39,11.79
-17.25,-49.75,2024,37,22.28,28.17,11.48
-17.25,-49.25,2024,37,22.28,28.17,11.48
-17.25,-48.75,2024,37,21.34,28.24,9.64
-17.25,-48.25,2024,37,21.34,28.24,9.64
-17.25,-47.75,2024,37,20.73,28.36,9.93
